Publisher,Year_of_Release,Name,Genre,Global_Sales,Critic_Score,User_Score
Ubisoft,2005.0,Exit,Puzzle,0.08,77.0,7.7
Ubisoft,2005.0,Peter Jackson's King Kong: The Official Game of the Movie,Action,0.24,81.0,8.3
Ubisoft,2005.0,Star Wars Episode III: Revenge of the Sith,Action,0.3,73.0,7.8
Ubisoft,2005.0,Cold Fear,Action,0.06,71.0,7.6
Ubisoft,2005.0,Brothers In Arms: Earned in Blood,Shooter,0.31,85.0,8.6
Ubisoft,2005.0,Tom Clancy's Splinter Cell: Chaos Theory,Action,0.1,81.0,8.5
Ubisoft,2005.0,Battles of Prince of Persia,Strategy,0.12,64.0,7.7
Ubisoft,2005.0,Darkwatch,Shooter,0.21,75.0,8.1
Ubisoft,2005.0,Prince of Persia: Revelations,Adventure,0.21,,
Ubisoft,2005.0,Darkwatch,Shooter,0.32,74.0,8.4
Ubisoft,2005.0,Playboy: The Mansion,Simulation,0.2,59.0,7.5
Ubisoft,2005.0,Myst IV: Revelation,Adventure,0.05,75.0,tbd
Ubisoft,2005.0,Sniper Elite,Shooter,0.19,76.0,8.9
Ubisoft,2005.0,Silent Hunter III,Simulation,0.08,90.0,7.9
Ubisoft,2005.0,Rayman: Hoodlum's Revenge,Platform,0.06,61.0,tbd
Ubisoft,2005.0,Tom Clancy's Rainbow Six: Lockdown,Shooter,0.35,70.0,6.9
Ubisoft,2005.0,187: Ride or Die,Racing,0.06,51.0,6.9
Ubisoft,2005.0,Tom Clancy's Splinter Cell: Chaos Theory,Action,0.07,50.0,7
Ubisoft,2005.0,America's Army: Rise of a Soldier,Shooter,0.25,70.0,7.4
Ubisoft,2005.0,Sniper Elite,Shooter,0.09,77.0,8.5
Ubisoft,2005.0,Far Cry Instincts,Shooter,0.57,85.0,5.7
Ubisoft,2005.0,Prince of Persia: The Two Thrones,Action,0.68,85.0,8.5
Ubisoft,2005.0,Star Wars Episode III: Revenge of the Sith,Action,0.72,73.0,7.5
Ubisoft,2005.0,Prince of Persia: The Two Thrones,Action,0.58,85.0,8.4
Ubisoft,2005.0,Rayman 10th Anniversary,Platform,0.02,,
Ubisoft,2005.0,Flow: Urban Dance Uprising,Misc,0.04,65.0,tbd
Ubisoft,2005.0,Brothers In Arms: Road to Hill 30,Shooter,0.66,88.0,8
Ubisoft,2005.0,Peter Jackson's King Kong: The Official Game of the Movie,Action,2.04,82.0,8.2
Ubisoft,2005.0,Tom Clancy's Splinter Cell: Chaos Theory,Action,0.95,87.0,8.6
Ubisoft,2005.0,Tom Clancy's Splinter Cell: Chaos Theory,Action,1.11,94.0,9
Ubisoft,2005.0,Peter Jackson's King Kong: The Official Game of the Movie,Action,0.53,82.0,8.5
Ubisoft,2006.0,Open Season,Platform,0.11,59.0,7.3
Ubisoft,2006.0,Rayman Raving Rabbids,Misc,1.42,76.0,7.9
Ubisoft,2006.0,Open Season,Platform,0.03,57.0,tbd
Ubisoft,2006.0,DarkStar One,Simulation,0.03,71.0,7.2
Ubisoft,2006.0,And1 Streetball,Action,0.27,,
Ubisoft,2006.0,Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,0.06,44.0,4.6
Ubisoft,2006.0,Tom Clancy's Splinter Cell: Double Agent,Action,0.06,64.0,7.1
Ubisoft,2006.0,Dogz,Simulation,0.56,,7.8
Ubisoft,2006.0,Petz: Catz 2,Simulation,0.37,,tbd
Ubisoft,2006.0,Star Trek: Tactical Assault,Strategy,0.06,63.0,7
Ubisoft,2006.0,Lost Magic,Role-Playing,0.12,68.0,8.2
Ubisoft,2006.0,Far Cry Vengeance,Shooter,0.08,38.0,5.3
Ubisoft,2006.0,Astonishia Story,Role-Playing,0.03,48.0,4.9
Ubisoft,2006.0,Tom Clancy's Rainbow Six: Vegas,Shooter,1.95,88.0,8.3
Ubisoft,2006.0,Star Trek: Legacy,Simulation,0.02,56.0,4
Ubisoft,2006.0,And1 Streetball,Action,0.07,,
Ubisoft,2006.0,Asphalt: Urban GT 2,Racing,0.14,,6.9
Ubisoft,2006.0,Over G Fighters,Simulation,0.21,49.0,6
Ubisoft,2006.0,Open Season,Platform,0.13,72.0,tbd
Ubisoft,2006.0,Math Play,Puzzle,0.31,,tbd
Ubisoft,2006.0,Untold Legends: The Warriors Code,Role-Playing,0.33,65.0,8.3
Ubisoft,2006.0,Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,0.33,66.0,6
Ubisoft,2006.0,Open Season,Platform,0.07,,tbd
Ubisoft,2006.0,Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,1.54,90.0,8
Ubisoft,2006.0,Far Cry Instincts Evolution,Shooter,0.08,78.0,6.3
Ubisoft,2006.0,Mind Quiz: Your Brain Coach,Misc,0.08,,tbd
Ubisoft,2006.0,Red Steel,Shooter,0.67,63.0,6.8
Ubisoft,2006.0,Tom Clancy's Splinter Cell: Double Agent,Action,0.13,61.0,7.4
Ubisoft,2006.0,Star Wars: Lethal Alliance,Action,0.13,61.0,7
Ubisoft,2006.0,Blazing Angels: Squadrons of WWII,Simulation,0.02,65.0,4.6
Ubisoft,2006.0,Enchanted Arms (JP sales),Role-Playing,0.02,,
Ubisoft,2006.0,Blazing Angels: Squadrons of WWII,Simulation,0.66,67.0,6.9
Ubisoft,2006.0,Blazing Angels: Squadrons of WWII,Simulation,0.42,66.0,7.9
Ubisoft,2006.0,Open Season,Platform,0.17,59.0,tbd
Ubisoft,2006.0,Tom Clancy's Splinter Cell: Double Agent,Action,0.78,85.0,8.1
Ubisoft,2006.0,Call of Juarez,Shooter,0.01,72.0,7.8
Ubisoft,2006.0,Rayman Raving Rabbids,Misc,0.01,58.0,7.6
Ubisoft,2006.0,Brothers In Arms: D-Day,Shooter,0.46,65.0,9.1
Ubisoft,2006.0,Horsez,Simulation,0.42,,8.7
Ubisoft,2006.0,Far Cry Instincts Predator,Shooter,0.24,78.0,6.2
Ubisoft,2006.0,Monster 4X4: World Circuit,Racing,0.88,51.0,7.8
Ubisoft,2006.0,Final Fantasy Fables: Chocobo Tales,Adventure,0.24,75.0,7.4
Ubisoft,2006.0,Enchanted Arms,Role-Playing,0.19,69.0,6.9
Ubisoft,2006.0,Star Wars: Lethal Alliance,Action,0.1,57.0,tbd
Ubisoft,2006.0,Star Trek: Tactical Assault,Strategy,0.03,64.0,7.9
Ubisoft,2006.0,The Settlers II 10th Anniversary,Action,0.03,,
Ubisoft,2006.0,IL-2 Sturmovik: 1946,Simulation,0.04,86.0,8.8
Ubisoft,2006.0,Mind Quiz,Action,0.09,,tbd
Ubisoft,2006.0,Import Tuner Challenge (American sales),Racing,0.09,,
Ubisoft,2006.0,GT Pro Series,Racing,0.52,41.0,4
Ubisoft,2006.0,WarTech: Senko no Ronde,Fighting,0.04,60.0,6.1
Ubisoft,2006.0,Hamsterz Life,Action,0.47,,9
Ubisoft,2006.0,Pirates of the Caribbean: The Legend of Jack Sparrow,Adventure,0.25,51.0,7.5
Ubisoft,2006.0,Tom Clancy's Splinter Cell: Essentials,Shooter,0.19,58.0,7.5
Ubisoft,2006.0,Blazing Angels: Squadrons of WWII,Simulation,0.08,69.0,6.8
Ubisoft,2006.0,Tales of the World: Radiant Mythology,Role-Playing,0.43,66.0,7.8
Ubisoft,2006.0,Heroes of Might and Magic V,Strategy,0.04,77.0,7.9
Ubisoft,2006.0,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Shooter,0.01,,
Ubisoft,2006.0,Happy Cooking,Simulation,0.18,,tbd
Ubisoft,2006.0,Catz,Simulation,0.55,,5.3
Ubisoft,2006.0,Open Season,Platform,0.07,49.0,5.6
Ubisoft,2007.0,Who Wants to be a Millionaire: 1st Edition,Misc,0.03,,
Ubisoft,2007.0,Petz Wild Animals: Dolphinz,Simulation,1.32,,tbd
Ubisoft,2007.0,Petz Dogz 2,Simulation,1.1,,tbd
Ubisoft,2007.0,Resident Evil 4,Action,0.03,76.0,7.4
Ubisoft,2007.0,Blazing Angels 2: Secret Missions of WWII,Simulation,0.15,70.0,7.2
Ubisoft,2007.0,Enchanted Arms,Role-Playing,0.2,64.0,5.9
Ubisoft,2007.0,Imagine Figure Skater (JP sales),Sports,0.01,,
Ubisoft,2007.0,Enchanted Arms (JP sales),Role-Playing,0.04,,
Ubisoft,2007.0,Driver '76,Racing,0.24,57.0,7.9
Ubisoft,2007.0,Rayman Raving Rabbids,Misc,0.14,56.0,6.1
Ubisoft,2007.0,CSI: 3 Dimensions of Murder,Adventure,0.14,,tbd
Ubisoft,2007.0,Who Wants to be a Millionaire: 1st Edition,Misc,0.03,,
Ubisoft,2007.0,Rayman Raving Rabbids,Misc,0.21,67.0,7.3
Ubisoft,2007.0,Victorious Boxers: Revolution,Fighting,0.14,59.0,5.4
Ubisoft,2007.0,Cranium Kabookii,Misc,0.14,64.0,5.4
Ubisoft,2007.0,Call of Juarez,Shooter,0.18,71.0,6.9
Ubisoft,2007.0,Tom Clancy's Rainbow Six: Vegas,Shooter,1.25,86.0,7.6
Ubisoft,2007.0,Tom Clancy's Splinter Cell: Double Agent,Action,0.26,78.0,6.5
Ubisoft,2007.0,Rayman Raving Rabbids 2,Misc,0.8,57.0,7
Ubisoft,2007.0,Tom Clancy's Rainbow Six: Vegas,Shooter,0.74,60.0,7.1
Ubisoft,2007.0,The Dog Island,Adventure,0.27,,7
Ubisoft,2007.0,Beowulf: The Game,Action,0.16,51.0,5.2
Ubisoft,2007.0,The Settlers: Rise of an Empire,Strategy,0.02,66.0,7.7
Ubisoft,2007.0,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,1.03,84.0,8.1
Ubisoft,2007.0,Real Soccer 2008,Sports,0.04,,tbd
Ubisoft,2007.0,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,1.02,86.0,8.1
Ubisoft,2007.0,Surf's Up,Sports,0.28,56.0,7
Ubisoft,2007.0,Chessmaster: The Art of Learning,Misc,0.15,,6.7
Ubisoft,2007.0,Imagine: Animal Doctor,Simulation,1.04,,7.4
Ubisoft,2007.0,Petz: Horsez 2,Simulation,0.26,,tbd
Ubisoft,2007.0,Surf's Up,Sports,0.17,64.0,tbd
Ubisoft,2007.0,My French Coach,Misc,0.17,,tbd
Ubisoft,2007.0,CSI: Dark Motives,Adventure,0.07,,6.7
Ubisoft,2007.0,Petz: Catz 2,Simulation,1.02,,9
Ubisoft,2007.0,Surf's Up,Sports,0.29,60.0,tbd
Ubisoft,2007.0,Driver: Parallel Lines,Racing,0.03,59.0,6
Ubisoft,2007.0,Prince of Persia: Rival Swords,Action,0.29,70.0,7.7
Ubisoft,2007.0,Blazing Angels: Squadrons of WWII,Simulation,0.83,57.0,6.7
Ubisoft,2007.0,John Deere: Harvest in the Heartland,Simulation,0.29,43.0,tbd
Ubisoft,2007.0,Blazing Angels 2: Secret Missions of WWII,Simulation,0.14,72.0,7.8
Ubisoft,2007.0,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,0.53,61.0,6.4
Ubisoft,2007.0,TMNT,Action,0.04,42.0,2.2
Ubisoft,2007.0,Petz: Horsez 2,Simulation,0.42,,tbd
Ubisoft,2007.0,TMNT,Action,0.56,58.0,6.3
Ubisoft,2007.0,Surf's Up,Sports,0.11,,tbd
Ubisoft,2007.0,The Settlers,Action,0.11,39.0,5.6
Ubisoft,2007.0,Petz Dogz 2,Simulation,0.56,,tbd
Ubisoft,2007.0,Silent Hunter: Wolves of the Pacific,Simulation,0.05,79.0,6.9
Ubisoft,2007.0,My Word Coach,Misc,1.44,71.0,6.8
Ubisoft,2007.0,Beowulf: The Game,Action,0.4,51.0,4.7
Ubisoft,2007.0,Pippa Funnell: Ranch Rescue,Adventure,0.02,,
Ubisoft,2007.0,TMNT,Action,0.11,37.0,4.1
Ubisoft,2007.0,Imagine: Babyz,Simulation,2.87,,7.7
Ubisoft,2007.0,Petz Dogz 2,Simulation,0.57,,tbd
Ubisoft,2007.0,Imagine: Fashion Designer,Simulation,2.8,,7.6
Ubisoft,2007.0,Jam Sessions: Sing and Play Guitar (US sales),Misc,0.38,,
Ubisoft,2007.0,Prince of Persia: Rival Swords,Action,0.11,74.0,8.2
Ubisoft,2007.0,Petz: Horsez 2,Simulation,0.43,,tbd
Ubisoft,2007.0,Animal Genius,Puzzle,0.11,,tbd
Ubisoft,2007.0,Rocky Balboa,Sports,0.1,58.0,6.6
Ubisoft,2007.0,Petz: Catz 2,Simulation,0.44,,5.8
Ubisoft,2007.0,Petz: Hamsterz Life 2,Misc,0.51,,tbd
Ubisoft,2007.0,My Word Coach,Misc,0.51,68.0,tbd
Ubisoft,2007.0,Beowulf: The Game,Action,0.09,44.0,5.4
Ubisoft,2007.0,America's Army: True Soldiers,Shooter,0.08,43.0,6.7
Ubisoft,2007.0,Assassin's Creed,Adventure,5.54,81.0,7.7
Ubisoft,2007.0,Scrabble 2007 Edition,Puzzle,0.48,,
Ubisoft,2007.0,CSI: Hard Evidence,Adventure,0.1,,
Ubisoft,2007.0,Assassin's Creed,Adventure,4.82,81.0,7.3
Ubisoft,2007.0,Pippa Funnell 2: Farm Adventures,Simulation,0.01,,
Ubisoft,2007.0,Imagine: Figure Skater (US sales),Sports,0.46,,
Ubisoft,2007.0,Petz: Hamsterz Life 2,Misc,0.01,,
Ubisoft,2007.0,Jam Sessions: Sing and Play Guitar (jp sales),Misc,0.01,,
Ubisoft,2007.0,Surf's Up,Sports,0.01,,tbd
Ubisoft,2007.0,Surf's Up,Sports,0.1,61.0,6.1
Ubisoft,2007.0,My Fashion Studio,Misc,0.45,,6.8
Ubisoft,2007.0,My Spanish Coach,Misc,0.43,73.0,tbd
Ubisoft,2007.0,The Dog Island,Adventure,0.38,70.0,8.1
Ubisoft,2007.0,The Elder Scrolls IV: Oblivion,Role-Playing,3.1,93.0,8
Ubisoft,2007.0,Platinum Sudoku,Puzzle,0.04,,tbd
Ubisoft,2007.0,Pawly Pets: My Vet Practice,Strategy,0.05,,
Ubisoft,2007.0,Rayman Raving Rabbids 2,Misc,1.83,67.0,8.3
Ubisoft,2007.0,TMNT,Action,0.36,60.0,5.9
Ubisoft,2007.0,Imagine: Master Chef,Simulation,1.47,,tbd
Ubisoft,2007.0,Naruto: Rise of a Ninja,Action,0.33,78.0,8.6
Ubisoft,2007.0,Surf's Up,Sports,0.04,59.0,5.1
Ubisoft,2007.0,Brothers In Arms DS,Shooter,0.04,72.0,8
Ubisoft,2007.0,Cosmic Family,Misc,0.08,54.0,5.7
Ubisoft,2008.0,Totally Spies! Totally Party,Misc,0.03,,
Ubisoft,2008.0,My Fun Facts Coach,Misc,0.07,,tbd
Ubisoft,2008.0,Prince of Persia,Action,1.01,81.0,7
Ubisoft,2008.0,My Spanish Coach,Misc,0.13,,tbd
Ubisoft,2008.0,Far Cry 2,Action,1.38,85.0,6.4
Ubisoft,2008.0,My Secret World by Imagine,Misc,0.2,,8.8
Ubisoft,2008.0,SoulCalibur IV,Fighting,1.58,85.0,7.9
Ubisoft,2008.0,Tom Clancy's Rainbow Six: Vegas 2,Shooter,1.34,81.0,7.9
Ubisoft,2008.0,Haze,Shooter,0.99,55.0,6.5
Ubisoft,2008.0,Puzzler Collection,Puzzle,0.99,71.0,tbd
Ubisoft,2008.0,Dark Messiah of Might and Magic Elements,Role-Playing,0.2,52.0,7
Ubisoft,2008.0,My Stop Smoking Coach: Allen Carr's EasyWay,Misc,0.08,,tbd
Ubisoft,2008.0,Quick Yoga Training,Misc,0.13,,tbd
Ubisoft,2008.0,Who Wants to be a Millionaire: 2nd Edition,Misc,0.01,,
Ubisoft,2008.0,Tenchu: Shadow Assassins,Action,0.21,70.0,7.8
Ubisoft,2008.0,National Geographic Panda (JP sales),Simulation,0.01,,
Ubisoft,2008.0,Nitrobike,Racing,0.13,49.0,7.1
Ubisoft,2008.0,SoulCalibur IV,Fighting,1.46,85.0,7.9
Ubisoft,2008.0,Tom Clancy's EndWar,Strategy,0.09,69.0,5.8
Ubisoft,2008.0,Petz: Horse Club,Misc,0.21,,tbd
Ubisoft,2008.0,Brothers in Arms: Hell's Highway,Shooter,0.93,76.0,8
Ubisoft,2008.0,Petz Rescue: Wildlife Vet,Simulation,0.21,,tbd
Ubisoft,2008.0,Brothers in Arms: Hell's Highway,Shooter,0.02,79.0,7.9
Ubisoft,2008.0,Far Cry 2,Action,1.59,85.0,6.7
Ubisoft,2008.0,Tom Clancy's Rainbow Six: Vegas 2,Shooter,2.42,82.0,7.8
Ubisoft,2008.0,Tom Clancy's EndWar,Strategy,0.11,68.0,5.9
Ubisoft,2008.0,Ener-G: Dance Squad,Sports,0.16,,tbd
Ubisoft,2008.0,My Fitness Coach,Sports,2.32,,8.6
Ubisoft,2008.0,My Chinese Coach,Misc,0.12,,tbd
Ubisoft,2008.0,Imagine: Wedding Designer,Simulation,1.28,,tbd
Ubisoft,2008.0,My SAT Coach with The Princeton Review,Misc,0.11,,
Ubisoft,2008.0,Ener-G Horse Riders,Sports,0.16,,tbd
Ubisoft,2008.0,Gold's Gym: Cardio Workout,Sports,1.28,,8.4
Ubisoft,2008.0,Who Wants to be a Millionaire: 2nd Edition,Misc,0.02,,
Ubisoft,2008.0,Lost: Via Domus,Action,0.02,52.0,6
Ubisoft,2008.0,Wordfish,Puzzle,0.08,,tbd
Ubisoft,2008.0,Prince of Persia (2008),Action,0.03,,
Ubisoft,2008.0,Rayman Raving Rabbids: TV Party,Misc,2.03,73.0,7.7
Ubisoft,2008.0,Chessmaster: The Art of Learning,Misc,0.12,64.0,8.4
Ubisoft,2008.0,Tom Clancy's Rainbow Six: Vegas 2,Shooter,0.02,78.0,7.3
Ubisoft,2008.0,Midnight Play! Pack,Misc,0.08,,
Ubisoft,2008.0,Brothers in Arms: Double Time,Shooter,0.13,45.0,6.6
Ubisoft,2008.0,Miami Nights: Singles in the City,Simulation,0.08,48.0,7.1
Ubisoft,2008.0,Totally Spies! Totally Party,Misc,0.11,,
Ubisoft,2008.0,Imagine: Babysitters,Simulation,1.08,,tbd
Ubisoft,2008.0,Jake Power: Handyman,Adventure,0.07,,tbd
Ubisoft,2008.0,Imagine: Teacher,Simulation,1.71,,tbd
Ubisoft,2008.0,Imagine: Fashion Designer New York,Simulation,1.07,,tbd
Ubisoft,2008.0,Armored Core: For Answer,Simulation,0.19,62.0,7.6
Ubisoft,2008.0,Prince of Persia: The Fallen King,Action,0.07,64.0,6
Ubisoft,2008.0,Prince of Persia,Action,1.07,85.0,7.3
Ubisoft,2008.0,Armored Core: For Answer,Simulation,0.15,64.0,7.7
Ubisoft,2008.0,Shaun White Snowboarding: Road Trip,Sports,1.66,78.0,8.7
Ubisoft,2008.0,Totally Spies! Totally Party,Misc,0.01,,
Ubisoft,2008.0,Gourmet Chef: Cook Your Way to Fame,Misc,0.14,,tbd
Ubisoft,2008.0,My Weight Loss Coach,Sports,0.95,63.0,7.6
Ubisoft,2008.0,Gold's Gym: Cardio Workout (Others sales),Sports,0.31,,
Ubisoft,2008.0,Family Fest Presents Circus Games,Misc,0.44,,tbd
Ubisoft,2008.0,Petz Bunnyz,Simulation,0.43,,tbd
Ubisoft,2008.0,Petz Dogz Fashion,Simulation,0.84,,tbd
Ubisoft,2008.0,The Price is Right,Misc,0.82,,4.3
Ubisoft,2008.0,Hell's Kitchen: The Game,Simulation,0.33,,
Ubisoft,2008.0,Imagine: Rock Star,Simulation,0.81,,tbd
Ubisoft,2008.0,National Geographic Panda (US sales),Simulation,0.04,,
Ubisoft,2008.0,Imagine: Movie Star,Simulation,0.34,,tbd
Ubisoft,2008.0,Imagine: Interior Designer,Simulation,0.72,,tbd
Ubisoft,2008.0,Battle of Giants: Dinosaurs,Strategy,0.81,,7.2
Ubisoft,2008.0,Imagine: Ballet Star,Simulation,0.25,,7
Ubisoft,2008.0,Assassin's Creed: Altair's Chronicles,Platform,0.05,58.0,6.3
Ubisoft,2008.0,Cesar Millan's Dog Whisperer,Simulation,0.05,,8.6
Ubisoft,2008.0,Petz: Dogz Pack,Simulation,0.61,,
Ubisoft,2008.0,Puzzler Collection,Puzzle,0.06,,tbd
Ubisoft,2008.0,Real Soccer 2009,Sports,0.06,70.0,tbd
Ubisoft,2008.0,Shaun White Snowboarding,Sports,0.31,,tbd
Ubisoft,2008.0,Petz Wild Animals: Tigerz,Simulation,0.56,,tbd
Ubisoft,2008.0,Ener-G: Gym Rockets,Sports,0.39,,tbd
Ubisoft,2008.0,Lost: Via Domus,Action,0.58,55.0,6.4
Ubisoft,2008.0,Naruto: The Broken Bond,Action,0.59,80.0,7.8
Ubisoft,2008.0,Summer Sports 2: Island Sports Party,Sports,0.26,,tbd
Ubisoft,2008.0,Petz Rescue: Wildlife Vet,Simulation,0.38,,tbd
Ubisoft,2008.0,Puppy Palace,Simulation,0.38,,tbd
Ubisoft,2008.0,Petz Rescue: Ocean Patrol,Adventure,0.37,,tbd
Ubisoft,2008.0,Imagine: Party Babyz,Simulation,0.37,,6.1
Ubisoft,2008.0,My Japanese Coach,Misc,0.27,59.0,6.7
Ubisoft,2008.0,Jake Power: Policeman,Adventure,0.05,,tbd
Ubisoft,2008.0,Brothers in Arms: Hell's Highway,Shooter,0.87,76.0,8.3
Ubisoft,2008.0,Petz: Crazy Monkeyz,Simulation,0.25,,tbd
Ubisoft,2008.0,Summer Sports: Paradise Island,Sports,0.53,46.0,4.6
Ubisoft,2008.0,Tom Clancy's EndWar,Strategy,0.66,76.0,6.6
Ubisoft,2008.0,Shaun White Snowboarding,Sports,0.65,63.0,6.3
Ubisoft,2008.0,Family Fest presents: Movie Games,Action,0.22,,tbd
Ubisoft,2008.0,Imagine: Gymnast,Simulation,0.06,,tbd
Ubisoft,2008.0,TV Show King Party,Puzzle,0.66,,tbd
Ubisoft,2008.0,Shaun White Snowboarding,Sports,0.32,70.0,7.5
Ubisoft,2008.0,Lost: Via Domus,Action,0.5,54.0,6.9
Ubisoft,2008.0,Petz Rescue: Endangered Paradise,Adventure,0.22,,tbd
Ubisoft,2008.0,The Price is Right,Misc,0.49,,tbd
Ubisoft,2008.0,Petz Monkeyz House,Simulation,0.22,,tbd
Ubisoft,2008.0,Brain Challenge,Misc,0.45,68.0,7
Ubisoft,2008.0,Tom Clancy's EndWar,Strategy,0.91,77.0,7.2
Ubisoft,2008.0,Assassin's Creed,Adventure,0.91,,
Ubisoft,2008.0,Far Cry 2,Action,0.48,85.0,5.8
Ubisoft,2008.0,Summer Sports: Paradise Island (Others sales),Sports,0.67,,
Ubisoft,2008.0,Hell's Kitchen: The Game,Simulation,0.37,,
Ubisoft,2008.0,Rayman Raving Rabbids: TV Party,Misc,0.48,,tbd
Ubisoft,2008.0,Jake Power: Fireman,Adventure,0.48,,tbd
Ubisoft,2008.0,Emergency Heroes,Racing,0.47,41.0,4.2
Ubisoft,2008.0,CSI: Hard Evidence,Adventure,0.89,,
Ubisoft,2008.0,Petz Sports,Simulation,0.46,,
Ubisoft,2008.0,Petz Catz Clan,Simulation,0.54,,tbd
Ubisoft,2008.0,Shaun White Snowboarding,Sports,0.23,63.0,tbd
Ubisoft,2008.0,Let's Draw!,Misc,0.54,,
Ubisoft,2009.0,Teenage Mutant Ninja Turtles: Arcade Attack,Action,0.13,36.0,4.8
Ubisoft,2009.0,Avatar: The Game,Action,0.6,,
Ubisoft,2009.0,Grey's Anatomy: The Video Game,Adventure,0.02,36.0,3.9
Ubisoft,2009.0,Style Lab: Jewelry Design,Simulation,0.32,,tbd
Ubisoft,2009.0,Fashion Studio: Paris Collection,Misc,0.14,,tbd
Ubisoft,2009.0,Press Your Luck 2010 Edition,Misc,0.35,,tbd
Ubisoft,2009.0,Imagine: Party Planner,Simulation,0.05,,tbd
Ubisoft,2009.0,Imagine: Artist,Misc,0.05,,tbd
Ubisoft,2009.0,Vin Diesel: Wheelman,Racing,0.32,,
Ubisoft,2009.0,The Price is Right 2010 Edition,Misc,0.13,,tbd
Ubisoft,2009.0,C.O.P.: The Recruit,Action,0.08,55.0,7.5
Ubisoft,2009.0,Team Elimination Games,Misc,0.08,,tbd
Ubisoft,2009.0,CSI: Deadly Intent - The Hidden Cases,Adventure,0.35,,
Ubisoft,2009.0,Battle of Giants: Dragons,Strategy,0.62,,6
Ubisoft,2009.0,Sleepover Party,Misc,0.04,,
Ubisoft,2009.0,Heroes over Europe,Simulation,0.14,62.0,8.1
Ubisoft,2009.0,Tom Clancy's EndWar,Strategy,0.02,68.0,6.7
Ubisoft,2009.0,Call of Juarez: Bound in Blood,Shooter,0.6,77.0,7.6
Ubisoft,2009.0,Teenage Mutant Ninja Turtles: Smash-Up,Fighting,0.35,67.0,8.2
Ubisoft,2009.0,Imagine: My Restaurant,Simulation,0.07,,
Ubisoft,2009.0,Imagine: Detective,Simulation,0.22,,tbd
Ubisoft,2009.0,Academy of Champions: Soccer,Sports,0.12,64.0,6.8
Ubisoft,2009.0,Classic Word Games,Misc,0.51,,tbd
Ubisoft,2009.0,Petz: Saddle Club,Simulation,0.09,,tbd
Ubisoft,2009.0,100 All-Time Favorites,Puzzle,0.51,,6.2
Ubisoft,2009.0,Just Dance,Misc,7.2,49.0,8
Ubisoft,2009.0,Cloudy With a Chance of Meatballs,Platform,0.09,62.0,6.5
Ubisoft,2009.0,Assassin's Creed II,Action,5.55,91.0,8.6
Ubisoft,2009.0,Petz Hamsterz Superstarz,Simulation,0.1,,tbd
Ubisoft,2009.0,Assassin's Creed II,Action,5.26,90.0,8.8
Ubisoft,2009.0,Petz Nursery,Simulation,0.54,,tbd
Ubisoft,2009.0,Avatar: The Game,Action,0.04,,
Ubisoft,2009.0,Vin Diesel: Wheelman,Racing,0.45,,
Ubisoft,2009.0,Tom Clancy's HAWX,Action,0.04,70.0,7.3
Ubisoft,2009.0,Cloudy With a Chance of Meatballs,Platform,0.1,66.0,6
Ubisoft,2009.0,Imagine: Soccer Captain,Sports,0.1,,tbd
Ubisoft,2009.0,Imagine: Salon Stylist,Simulation,0.37,,tbd
Ubisoft,2009.0,Petz Fashion: Dogz & Catz,Simulation,0.11,,
Ubisoft,2009.0,Dawn of Discovery,Simulation,0.11,82.0,7.3
Ubisoft,2009.0,Vacation Sports,Sports,0.11,,tbd
Ubisoft,2009.0,Tom Clancy's HAWX,Action,0.56,74.0,8.1
Ubisoft,2009.0,Cloudy With a Chance of Meatballs,Platform,0.11,68.0,5.3
Ubisoft,2009.0,Cloudy With a Chance of Meatballs,Platform,0.08,,tbd
Ubisoft,2009.0,Style Lab: Makeover,Simulation,0.4,,tbd
Ubisoft,2009.0,Avatar: The Game,Action,0.4,,
Ubisoft,2009.0,Tom Clancy's HAWX,Action,0.58,73.0,7.3
Ubisoft,2009.0,Petz: Dogz Family,Simulation,0.08,,tbd
Ubisoft,2009.0,My English Coach: Para Hispanoparlantes,Misc,0.08,,tbd
Ubisoft,2009.0,Dawn of Discovery,Simulation,0.38,82.0,8.8
Ubisoft,2009.0,Tenchu: Shadow Assassins,Action,0.11,68.0,7.4
Ubisoft,2009.0,Your Shape featuring Jenny McCarthy,Sports,2.12,62.0,5.2
Ubisoft,2009.0,Jojo's Fashion Show: Design in a Dash!,Simulation,0.04,,
Ubisoft,2009.0,Grey's Anatomy: The Video Game,Adventure,0.04,,7.5
Ubisoft,2009.0,Six Flags Fun Park,Misc,0.4,43.0,7.1
Ubisoft,2009.0,Family Feud: 2010 Edition,Misc,0.62,,tbd
Ubisoft,2009.0,Scrabble,Misc,0.25,,tbd
Ubisoft,2009.0,Press Your Luck 2010 Edition,Misc,0.2,,tbd
Ubisoft,2009.0,Take A Break's: Puzzle Master,Puzzle,0.16,,
Ubisoft,2009.0,Imagine: Zookeeper,Simulation,0.24,,tbd
Ubisoft,2009.0,Imagine: Fashion Party,Simulation,0.26,,tbd
